track_name,artists,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,hot_or_not,cluster_kmean
the ghost of vincent price,wednesday 13,2xacoroqedIIZ3guwX0RNj,0.384,0.974,0,-2.901,1,0.0612,3.83e-06,0.789,0.0673,0.288,97.758,4,N,3
позови меня с собой,kvatro,2ndSIY6A6ErqGOyRByUn4t,0.493,0.503,5,-4.92,0,0.0486,0.657,0.0,0.217,0.224,139.294,4,N,1
learn to love again,audien,4548LyFomXQmDAINcFizEq,0.53,0.81,1,-3.335,1,0.0487,0.0417,2.89e-06,0.0759,0.415,167.842,4,N,0
te vas,julianno sosa,2mFfut7uFV9zEwAcIZIw0B,0.758,0.668,9,-7.757,1,0.124,0.0509,0.0,0.14,0.471,162.075,4,N,6
teach me (it's something about love),blue magic,4cQWpS0ShcMleOsqSg197r,0.352,0.583,7,-7.988,1,0.0438,0.655,0.000299,0.599,0.403,159.49,4,N,4
throne room,kim walker-smith,02X93AUKXP7FPJBPckqgGu,0.514,0.803,6,-6.415,0,0.0495,0.0382,0.0,0.0899,0.262,128.001,4,N,1
搭的士上班去,my little airport,0uy8salluDgtBhcm6UNnX7,0.561,0.831,9,-8.136,1,0.0349,0.444,0.12,0.0684,0.939,142.054,4,N,6
denial of life,death,3SypDWp8cRyXemFer9dQuH,0.173,0.945,7,-7.493,1,0.0987,1.6e-06,0.809,0.202,0.116,102.279,4,N,3
journal perso ii,vald,1ezjFgjNnCf57TW1sacWBH,0.522,0.738,7,-6.453,0,0.399,0.66,0.0,0.111,0.296,87.924,3,N,1
someone new,hozier,2DNXgvkyv35vTWvdgjs7qn,0.443,0.533,7,-5.956,1,0.0473,0.429,3.66e-06,0.332,0.596,183.791,4,N,0
pai de menina - ao vivo,ferrugem,3QdDIkEV5oRplAb6hHl7sM,0.524,0.462,7,-6.345,1,0.0358,0.892,0.0,0.757,0.802,120.067,4,N,4
don revisited,midival punditz,0ZtqCBPeXRoMxjKdjUSBno,0.438,0.863,2,-9.358,1,0.0331,0.00345,0.806,0.103,0.508,131.805,4,N,3
drinking with white people,katt williams,3pI707ZfaoWOsrbweizSgg,0.622,0.759,11,-12.542,0,0.944,0.749,0.0,0.925,0.327,84.99,4,N,5
lass uns schmutzig liebe machen,lorenz büffel,56OkGZ8KYcYCu1fFak8OGT,0.59,0.996,7,-0.21,1,0.0721,0.0994,0.0,0.911,0.703,94.016,4,N,4
por esa forma (feat. rubén blades),guaco,1idNWnqBYUL70UzjEK4tIs,0.814,0.769,9,-4.86,1,0.0511,0.545,0.0,0.189,0.928,145.126,4,N,6
screams turn to silence,the agony scene,3BS64PH8btQGrEGOqMP8FG,0.473,0.997,7,-1.885,1,0.0938,1.43e-05,0.257,0.105,0.0846,105.57,4,N,0
sexta-feira,zeca pagodinho,4DFdqcDtqU9Ch6cFV4cLT6,0.775,0.672,2,-11.899,1,0.0639,0.247,0.0,0.419,0.958,90.005,4,N,6
segura nóis - ao vivo,pedro paulo & alex,1PkkEggdM9LGx7ACgySOu1,0.68,0.893,4,-4.951,0,0.0542,0.126,4.73e-05,0.536,0.442,93.015,4,N,1
center of universe,mr.children,5H9bGkHgHgtsKxZhg15MCU,0.445,0.786,7,-6.647,1,0.0451,0.0105,0.0,0.137,0.412,149.856,4,N,0
the old home,hank williams,4bSeqzJWo0QvCwZQuvncmY,0.584,0.321,4,-11.899,1,0.0319,0.887,0.0,0.0871,0.314,118.972,3,N,2
薄暮,yasuharu takanashi,0QI75NHBAVISJRrlsujmP7,0.15,0.194,4,-15.769,0,0.0381,0.932,0.0185,0.162,0.113,93.858,4,N,2
electric relaxation,a tribe called quest,0eEXcw3JLVXcRxYrVYMy68,0.866,0.534,11,-9.201,1,0.229,0.184,0.266,0.0929,0.841,98.243,4,N,6
dooba dooba,silk route,61IEe4ujPKOU7OIyubydfz,0.716,0.562,5,-8.741,1,0.0315,0.529,0.000133,0.0928,0.533,105.004,4,N,6
brianstorm,arctic monkeys,5rTIpPWeO0IL4HWlGWrz5G,0.421,0.98,1,-4.229,1,0.212,8.39e-05,0.00125,0.237,0.435,165.193,4,N,0
neblinoso,cameron sinosa,6uZF7xC32ewhpsm36IaM5T,0.198,0.00582,7,-37.049,1,0.0466,0.99,0.914,0.17,0.0369,73.79,4,N,7
control yourself,hozho,5twhdTf9EcTpEZZBEn7of4,0.8,0.545,7,-11.732,1,0.045,0.0952,0.747,0.11,0.237,124.982,4,N,3
are you gonna go my way,lenny kravitz,45Ia1U4KtIjAPPU7Wv1Sea,0.619,0.67,11,-10.322,0,0.0353,0.00165,0.0109,0.331,0.777,129.269,4,N,1
yacht dance - 2001 remaster,xtc,0ccEtd9vMVSjm1R5y8R4xq,0.656,0.477,9,-12.696,1,0.0271,0.11,0.000256,0.315,0.691,97.375,3,N,6
little fires everywhere,vincy chan,5uWahe0l5I1UCAjQbBKeo3,0.507,0.52,7,-7.115,1,0.0322,0.615,0.0,0.103,0.588,131.076,4,N,2
do the woowoo,the bad kids,6ij1nnbCn7ZMf31OlYtycL,0.744,0.728,2,-7.336,1,0.179,0.0362,0.0,0.0993,0.377,98.057,4,N,6
wenn du mich brauchst,wolfgang petry,0fzc7J4PfdJgBXucFKfWo2,0.706,0.829,9,-9.139,1,0.0302,0.19,0.0,0.142,0.851,114.01,4,N,6
santo antônio - ao vivo,diego & victor hugo,0gN7aFNEQtIyydTpnBKlNr,0.562,0.815,0,-2.979,1,0.107,0.402,0.0,0.789,0.62,149.827,4,N,4
buried alive,artifact,6zphXLEByHfSfrnWTkAvi2,0.455,0.984,7,-2.397,1,0.113,0.000824,0.0,0.694,0.285,154.828,4,N,4
speiseöl (ist das neue klopapier),matze knop,4YMX6iV6BU8HNDhDuc44TO,0.787,0.839,9,-3.08,1,0.0517,0.0643,0.0,0.0549,0.838,130.009,4,N,6
crucifix,datassette,2s6wSsFT1xOpd6EQT1Cu80,0.773,0.729,1,-8.984,1,0.0533,0.000312,0.836,0.0776,0.732,117.963,4,N,3
again,torby brand,6IRxsf4hUTLzVeXb8PhiGs,0.617,0.26,5,-14.363,1,0.0373,0.986,0.871,0.115,0.104,94.023,4,N,7
i'm coming out,diana ross,1HoZjhl0cjWU3MfUMCc8cl,0.695,0.824,5,-8.376,1,0.0394,0.137,0.0363,0.162,0.816,109.232,4,N,6
sin voz,satélite kingston,38YDsF1EiNfQiS5x6xJsyS,0.729,0.815,0,-3.719,1,0.0364,0.287,3.18e-05,0.0637,0.976,138.991,4,N,6
safe place - mixed,delano smith,1eroRaJQpttx9n9cki8bdg,0.806,0.54,1,-11.827,1,0.0745,0.0195,0.939,0.0411,0.294,125.009,4,N,3
chala head chala,adrian barba,2YbsXqnhCpRflRAAq2KgAz,0.478,0.938,2,-3.556,1,0.0796,0.329,0.0,0.503,0.414,154.624,5,N,4
big fool of the year,george jones,7cgkxJWnX7NT4I4C9OaWL2,0.512,0.355,11,-10.637,1,0.0265,0.915,4.35e-05,0.252,0.543,107.861,4,N,2
nada me separa desse amor,j neto,0SiPuRVGFgm57RyhM1RBFF,0.488,0.32,10,-16.489,1,0.0368,0.669,0.0,0.199,0.705,81.871,4,N,2
animals,bonobo,1SBJ9LUxkalUVk6VmFRlma,0.336,0.628,4,-7.878,0,0.0272,0.245,0.396,0.547,0.312,134.993,4,N,4
joker,gui boratto,0uLMQfFH63RkOIVm1TQfY8,0.661,0.86,10,-10.251,0,0.0396,0.00155,0.731,0.131,0.0948,125.005,4,N,3
wildfire,deströyer 666,1bMvYcb56PjZmxjvAxckGz,0.126,0.993,1,-4.156,1,0.117,0.00123,0.906,0.0879,0.0377,180.015,4,N,3
isaiah (the willing),for today,73HnOgHf0Xw5KNvEeGBNzW,0.225,0.922,7,-4.846,1,0.189,0.000319,0.0139,0.583,0.26,201.018,3,N,0
du bist zu blöd um aussem busch zu winken - version 2008,mickie krause,4pEi5kb46jRmSdfgxyf5P6,0.722,0.978,9,-2.963,1,0.105,0.11,0.0221,0.802,0.752,130.005,4,N,4
corazon de oro,valentín elizalde,4mGuAAAyVlYdgORnfrTQpQ,0.355,0.383,10,-8.556,1,0.105,0.471,0.00144,0.422,0.741,177.291,3,N,2
birthdays,the smith street band,3sBS2l4mJPOl0XrmPEI0nd,0.489,0.865,8,-3.334,1,0.061,0.12,0.0,0.117,0.373,108.125,4,N,0
chuzhi pottu revival,sirkazhi govindarajan,7kjMxdVelisgn0N8jc50pX,0.376,0.574,7,-10.636,1,0.0575,0.942,0.0283,0.37,0.912,89.724,3,N,2
come close,anson seabra,10LSITr9KpQs2uCh7g2QQh,0.44,0.241,7,-11.581,1,0.0512,0.884,0.0,0.112,0.277,78.083,4,N,2
middle of my mind,tom rosenthal,5RSQUFoAIg75ZQKP5zyT8i,0.607,0.198,2,-14.271,1,0.038,0.963,0.00425,0.107,0.381,76.702,4,N,2
was it this lifetime,will ackerman,6I9hpKoGkfZKLcvdgFGuFx,0.24,0.124,11,-17.882,0,0.0378,0.938,0.884,0.134,0.0595,86.871,4,N,7
casanova,fantasy,6JMoEZRBV0JhA0AIu4QWPV,0.685,0.881,9,-4.861,1,0.0491,0.112,0.0,0.448,0.772,124.002,4,N,6
the sound,the 1975,316r1KLN0bcmpr7TZcMCXT,0.646,0.938,0,-4.735,1,0.0754,0.0875,6.52e-06,0.447,0.545,120.708,4,N,6
"você e eu, eu e você (juntinhos)",tim maia,2TI0STKG1kgevz10OxF3Pm,0.791,0.858,8,-9.45,1,0.072,0.114,0.0923,0.0781,0.872,125.791,4,N,6
guardian angel,xxxtentacion,7uqcLJFlSYjVPLUz1vPxkY,0.712,0.374,0,-10.215,0,0.511,0.795,0.0,0.187,0.779,133.952,4,N,1
lo/hi,the black keys,25YlltWXRb9k7KbrEBRuhJ,0.606,0.679,2,-7.445,1,0.0321,0.0151,0.000433,0.0962,0.707,122.016,4,N,6
"wonderful world, beautiful people",jimmy cliff,7vCEPLGrLHqBHyRPPsweYY,0.782,0.386,2,-15.443,1,0.0302,0.0184,0.0,0.0525,0.904,105.849,4,N,6
b.j. the d.j.,stonewall jackson,1NPLEvuNvbF46ZOpg2WdhA,0.62,0.241,4,-13.453,1,0.0424,0.938,0.0,0.142,0.723,87.467,4,N,2
kya karoon?,zaeden,6nXwthh92R2HlnyBWtHgHP,0.723,0.56,5,-8.324,0,0.035,0.645,7.42e-06,0.228,0.619,145.022,4,N,1
selfish minds,phobia,5Fa100NC3Rpcasvc0wLcp8,0.298,0.974,1,-6.741,1,0.321,0.000203,0.63,0.13,0.106,123.899,4,N,3
história de amor,juventude s/a,5TMJGT7hFDEvvXxUuTAwMD,0.6,0.782,9,-7.012,1,0.0336,0.779,0.0,0.117,0.84,143.906,4,N,6
save my soul,groove armada,4wD9JAkbVs3hYe0UYrterB,0.793,0.805,8,-6.239,0,0.0765,0.339,0.883,0.138,0.305,130.008,4,N,3
one more night,michael kiwanuka,0f2zcrhhHT59aIGQvRlTZ1,0.684,0.764,6,-5.342,0,0.0254,0.0129,0.000171,0.141,0.944,107.806,4,N,1
malevaje,malena muyala,6TC9YsMMU511IsjZwGhEmF,0.648,0.263,7,-9.945,1,0.0972,0.918,1.14e-05,0.107,0.589,119.472,4,N,2
la belgique afrique,roméo elvis,5il9UQOOygJ8rPE6u50HZQ,0.619,0.78,9,-8.108,0,0.377,0.243,0.0,0.24,0.79,83.531,3,N,1
一言為定,leon lai,1CJKa6pClBBSnN8LeAfgFv,0.495,0.373,1,-8.493,1,0.0288,0.728,5.43e-06,0.161,0.367,134.977,4,N,2
"ай да ну да, да не",nikolai erdenko,7h415uWIuMv9DtP3fmbJwd,0.341,0.638,11,-11.086,0,0.0514,0.785,1.85e-06,0.131,0.763,157.015,4,N,1
broken heart,white lion,7FfE0EoQSsliADYgdxFChG,0.304,0.872,7,-4.863,1,0.0745,0.11,5.28e-05,0.274,0.35,126.837,4,N,0
low 5,beatnugget,5pEWbaagNCVwabOEPrEy1m,0.733,0.301,3,-8.049,0,0.12,0.919,0.784,0.368,0.744,160.015,4,N,3
enemigos,espécimen,4olpuh0cmdet4WJF403SpL,0.489,0.94,8,-8.981,1,0.0503,0.00262,0.000222,0.109,0.671,150.105,4,N,0
klaxon of puzzlement,p.l.f.,4YkyvaQvqWi5j7iWFiBpRF,0.133,0.99,11,-4.762,1,0.201,1.35e-06,0.937,0.284,0.0372,160.476,4,N,3
conversa pra boy dormir,d.f.c.,29NRiXZGRedKLsb158Wjsu,0.468,0.988,11,-5.415,0,0.111,0.000368,0.0,0.0889,0.371,102.115,3,N,1
morning stretch,timothy infinite,4BfOkMlyoev0VEN5ClXMby,0.705,0.501,11,-8.953,0,0.288,0.453,0.0393,0.284,0.542,166.33,4,N,1
tonight,prdx,2JalVxjXGUYkkxfzCkUEYH,0.367,0.852,8,-3.328,1,0.0336,0.00352,0.0398,0.367,0.324,150.01,4,N,0
deborah - remastered,jon & vangelis,2GkWQgqVsgEuKbni70d0WW,0.17,0.24,1,-15.411,0,0.0334,0.429,0.0739,0.191,0.0646,168.37,3,N,2
electric elephants,jay hardway,4O2gRMLAIQYHXe25wjeTFj,0.588,0.927,6,-1.78,0,0.064,0.00293,0.403,0.211,0.254,127.946,4,N,1
ugly,the exies,1NoE1pEKbjVDmwLvrMsoop,0.214,0.941,5,-2.983,0,0.0984,0.000441,0.0,0.0977,0.17,169.548,4,N,0
como dois e dois - versão remasterizada,roberto carlos,33jx3PQ5Np179YYCfJGHQ9,0.49,0.439,9,-8.476,1,0.0281,0.877,0.00156,0.207,0.702,84.197,3,N,2
daisychain,mike rowland,0zLFTMJaWi503prdTcXBTI,0.197,0.127,11,-17.921,0,0.0323,0.943,0.886,0.0842,0.0933,79.375,4,N,7
nie dla mnie litość,arkona,3PM1gGSwkq1Szoeb3BDRxU,0.298,0.798,11,-7.823,0,0.0618,0.000147,0.0593,0.0939,0.0443,129.898,4,N,0
feed the addiction,ils,1nqUi4wKalk5jFoFfQET2n,0.583,0.893,1,-6.514,1,0.0438,0.000178,0.748,0.589,0.212,134.888,4,N,3
bring me to life,evanescence,0COqiPhxzoWICwFCS4eZcp,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,4,N,0
quintessence,darkthrone,0h2KyPkIISeMMkA2X0eXU5,0.156,0.737,7,-5.273,0,0.0512,0.00393,0.000185,0.122,0.275,134.091,4,N,0
mich hat ein engel geküsst,mickie krause,3Y7KSIZPu9YhYjgl5ACTPd,0.527,0.993,9,-2.68,1,0.273,0.109,0.0,0.961,0.546,133.135,4,N,4
boys will be bugs,cavetown,6suYoN4gFkanqOBn5yRnJC,0.486,0.528,1,-11.722,1,0.0463,0.00387,1.4e-05,0.106,0.452,178.519,4,N,0
musiken är mitt liv (bo diddley),gustaf & viktor norén,7FT8ED0LMZjEPlYFtWTm35,0.55,0.807,9,-8.138,1,0.031,0.00963,0.000155,0.0895,0.531,109.961,4,N,6
karanfil,aşkın nur yengi,6zXNFaVOGBgJkOtcYyzSEI,0.54,0.207,7,-19.951,0,0.0793,0.517,0.0,0.138,0.203,155.933,4,N,2
mala noche,riff,75PRxVF10tp2Szd2mdHyFq,0.522,0.857,4,-4.941,0,0.0308,0.000157,9.58e-05,0.354,0.538,96.177,4,N,1
hélène,julien clerc,63e1dS5my2MxaxXgz9WGSc,0.833,0.458,6,-13.69,1,0.0513,0.173,1.56e-05,0.181,0.642,123.202,4,N,6
吃虧的愛情,尤雅,0vAhDG8FmBCdGabuu2hyd3,0.744,0.433,11,-13.714,0,0.0315,0.363,0.0,0.153,0.759,90.583,4,N,1
freak,lfo,3v77leN3q7n1SzGBuSsjOr,0.672,0.964,11,-5.413,0,0.0698,0.00329,0.869,0.133,0.779,134.988,4,N,3
finding it so hard,archive,6Y43X2EwtS8CZlDH1xtBdo,0.332,0.737,5,-8.767,0,0.0504,0.000815,0.0753,0.134,0.114,154.014,4,N,0
life in a day - remastered 2002,simple minds,5lLdtaNGsE7fVe3YdJvmF3,0.373,0.849,2,-6.352,1,0.0375,0.288,0.00198,0.0955,0.728,114.792,4,N,6
走れ!bicycle,nogizaka46,6n0ifRFvMfKuDIi6OXmmtQ,0.511,0.937,2,-3.105,1,0.0677,0.0814,0.0,0.247,0.569,165.058,4,N,0
night flight,perfume,0avzpSgESx7sjlxFDr98iv,0.614,0.97,0,-1.372,0,0.0404,0.00821,3.24e-05,0.144,0.827,145.01,4,N,1
how do you dress for the rain?,sam macpherson,42ZSEXG0TtHAHbWOho7GDS,0.605,0.311,10,-12.105,1,0.0813,0.787,4.86e-05,0.113,0.165,149.794,4,N,2
いとぐち,rei harakami,2A1qjaX1EtgiHXrJuURZ19,0.558,0.797,5,-12.499,1,0.0675,0.003,0.89,0.0925,0.117,119.996,3,N,3
frühlingsbach,pontiver bogross,5q3d5I3rMvfKAuyDvmBwwe,0.348,0.238,3,-21.222,1,0.0436,0.989,0.899,0.108,0.247,127.367,4,N,7
at midnight,george winston,5mBOYaRSuBwqAuBnum20uf,0.447,0.0116,1,-17.824,1,0.0675,0.986,0.895,0.186,0.0992,112.083,3,N,7
usain boo,kodak black,4N20NYwhJRArlzEhdCKXka,0.782,0.669,1,-4.58,1,0.213,0.0733,0.0,0.111,0.598,143.992,4,N,6
los muchachos peronistas,hugo del carril,4DDmTL1J7QQVOs2q8MmjQW,0.685,0.435,5,-5.154,0,0.0498,0.912,0.918,0.125,0.754,119.901,4,N,3
pobeda budet za nami,zhanna bichevskaya,2nnPeoDFZh7RkNE7mPX0Xu,0.409,0.699,8,-4.151,0,0.0426,0.151,0.0,0.154,0.779,123.062,4,N,1
tongue & cheek,ethanol blend,0pWtV9eA5dpZtGxf3AtMZN,0.444,0.644,3,-9.469,1,0.0332,0.00405,0.0477,0.103,0.806,157.423,4,N,6
"thunderstorm for relaxing sleep, pt. 47",sleepy times,4bVJHJ4CDyqrWlcTulUsmj,0.0627,0.427,1,-33.081,1,0.0753,0.00139,0.888,0.594,0.0303,58.295,4,N,7
todo empezó,eddie santiago,3cL9ePuG6NGlmUmXEbOfpG,0.486,0.818,7,-7.497,1,0.0378,0.528,0.000791,0.189,0.894,85.792,4,N,6
eski sevgilim - live,tan taşçı,7HAfvMEv1LYKgElxt1RSOF,0.641,0.496,2,-8.07,0,0.0438,0.698,0.0,0.897,0.391,138.033,4,N,4
black horse and the cherry tree,kt tunstall,0qAMjeQFyd1qD0LDiV8gWp,0.748,0.786,4,-7.788,0,0.0641,0.328,0.0,0.34,0.917,104.833,4,N,1
oye como va,santana,5u6y4u5EgDv0peILf60H5t,0.736,0.379,7,-13.208,1,0.0539,0.301,0.345,0.104,0.948,128.399,4,N,6
they sing sagas of my death,crows in the rain,0NggnKLa7YMlISb2Ywq5FO,0.135,0.462,9,-10.897,0,0.0367,0.0162,0.916,0.19,0.0505,77.291,4,N,3
me olha nos olhos,sorriso maroto,3GZJc4YW0uIL9OA5kevKKu,0.424,0.622,2,-7.172,1,0.0473,0.653,0.0,0.689,0.571,152.652,4,N,4
carmelina,merengues dorados,0jbWzbyfQ6X45AvzgNfOYj,0.639,0.694,5,-10.084,1,0.0487,0.027,0.0,0.141,0.623,102.699,4,N,6
near or far,us the duo,2O7FC4XbIrJ6Ib8bsq0FYC,0.515,0.317,9,-10.286,1,0.0283,0.816,0.0,0.0973,0.512,79.91,4,N,2
yeah yeah - d ramirez vocal club mix,bodyrox,3ysPRCYrgKC1i4o02VYDy6,0.672,0.623,0,-9.008,1,0.161,0.016,0.0137,0.135,0.454,126.214,4,N,6
any way you want it / lovin' touchin' squeezin' (glee cast version),glee cast,7cHROTw8JRjEaO3hDf1GZN,0.463,0.839,9,-3.084,1,0.0361,0.00416,0.0,0.442,0.614,145.935,4,N,0
electric feel,mgmt,3FtYbEfBqAlGO46NUDQSAt,0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,3,N,6
segura na minha mão,jefferson & suellen,0zGnDcTwcR85dMKmhftA0C,0.384,0.502,7,-6.905,1,0.0321,0.486,0.0,0.511,0.147,130.042,4,N,4
il pleut..,caillou,0Rhm96c6Pe7mso2XFKxpZi,0.901,0.253,11,-12.258,1,0.249,0.723,0.0113,0.378,0.872,126.238,4,N,6
love is all around,toini & the tomcats,0zDGnnzRirZghHoaeqLinB,0.597,0.703,2,-3.577,1,0.0335,0.332,0.0,0.121,0.646,121.572,4,N,6
mama africa,bracket,5fobKrmWA5owgI5u8EcXSs,0.843,0.924,8,-2.91,0,0.285,0.288,0.0,0.112,0.778,127.036,4,N,1
beautiful monster,stayc,56s2s5e8WuBsWVKnmz6J9L,0.594,0.647,6,-4.347,1,0.0834,0.121,0.0,0.352,0.511,82.321,4,N,6
the girl from west virginia,doyle lawson & quicksilver,2nJj1BlJYBSiDOHHfwXEJc,0.64,0.535,11,-10.938,1,0.0295,0.375,0.00135,0.0956,0.939,110.342,4,N,6
time,arca,3XdXixlx3MoVzfL7pu9hx6,0.548,0.322,3,-13.198,0,0.0266,0.8,0.301,0.0867,0.374,105.947,4,N,2
good looking,suki waterhouse,0j3mqDTK4Z6lvrLzFCUUz6,0.364,0.554,4,-9.076,1,0.0301,0.077,0.000297,0.125,0.257,150.079,3,N,0
it feels alright,black lips,31hueWsGBgEEYa31ydw6lD,0.333,0.768,2,-7.626,1,0.109,0.00468,1.45e-05,0.163,0.842,151.522,4,N,0
"chue chuá, as águas vão rolar/ fui passear no norte/ moema morenou",grupo pagode;churrasco,51tHTkSq6fVNirCiapDLRl,0.527,0.961,4,-3.902,1,0.1,0.583,0.0,0.156,0.872,123.397,4,N,6
"mira, royal detective (theme song)","mira, royal detective - cast",2NtCTYGd5vLrmkY15hEw5U,0.513,0.781,5,-7.231,0,0.535,0.133,0.0,0.179,0.759,187.448,3,N,1
cloud connected,in flames,7fw1s9GkS288i2HQxMMlas,0.479,0.908,0,-5.466,0,0.0452,5.45e-06,0.856,0.0932,0.313,95.088,4,N,3
blood moon,carufo,65ip2ya2ftUbZHZrfCWuVt,0.14,0.0121,7,-29.42,1,0.045,0.975,0.961,0.105,0.0392,142.641,1,N,8
nothing owed,bonobo,6VhlABJh5uaZOpyyi5wute,0.641,0.414,11,-11.95,0,0.0432,0.362,0.833,0.25,0.269,90.007,4,N,3
midnight train to georgia,gladys knight & the pips,7MF7QAodbGzNYav5ZfIhAY,0.595,0.379,10,-12.058,0,0.0454,0.271,2.81e-05,0.1,0.448,92.006,4,N,1
odkrycie mirabel,germaine franco,0SRlIQjLoCCr8TXpZbB3ar,0.129,0.295,1,-14.716,1,0.0493,0.608,0.896,0.0476,0.0433,76.947,3,N,7
and your bird can sing - remastered 2009,the beatles,4KRgqwb4kvBuTz1utbYxfb,0.555,0.65,4,-6.936,1,0.0282,0.0067,0.0491,0.236,0.966,132.59,4,N,6
rosé for breakfast,piña pink,7cO2sDDjsSG6altNBcy8h6,0.726,0.213,10,-15.004,1,0.0489,0.973,0.909,0.683,0.14,79.027,4,N,7
nada pode calar um adorador,eyshila,6oKhFyUz7kapALHaK0oPfR,0.463,0.454,6,-9.287,1,0.0321,0.0853,0.0,0.345,0.239,133.969,4,N,0
by_myslf (josh abraham and mike shinoda reanimation),linkin park,4zds6sf1ULkuri7mpEjDZb,0.552,0.965,8,-4.873,0,0.102,0.000636,0.0924,0.119,0.258,103.212,4,N,1
up the junction,squeeze,1zU0kAJdEPyRs4x5gkQQER,0.498,0.536,9,-12.974,1,0.0533,0.359,0.000106,0.092,0.886,120.704,4,N,6
vienna,ultravox,7ioy6ppmN9Rn8Pm5axNzUP,0.598,0.583,5,-10.242,1,0.0551,0.214,0.188,0.116,0.333,80.343,4,N,6
clean out your room,michael loftus,6tnl3kdvVZzR7RIw4K2WD3,0.592,0.662,0,-15.396,1,0.919,0.804,0.0,0.947,0.277,109.298,3,N,5
colima,stanton warriors,4cgSHdmtiIjcWMtEernSX9,0.769,0.968,6,-3.894,1,0.0505,0.0312,0.772,0.0775,0.255,128.032,4,N,3
sacale punta,edgardo donato,35Vwo4ypIxDEuLMTCXgtdQ,0.696,0.332,4,-10.436,1,0.0797,0.983,0.0632,0.0635,0.961,93.185,4,N,2
don't cry daddy,elvis presley,6regyjfFjttBsOBfm7Zqbs,0.461,0.129,2,-19.425,1,0.0333,0.911,0.000508,0.114,0.515,172.527,4,N,2
en un harem de agadir,riff,76zeDc0PT9AcQ2vBK5xfUr,0.475,0.961,7,-3.839,1,0.109,3.13e-05,0.00229,0.144,0.359,97.204,4,N,0
beyond belief (reverze 2012 anthem),psyko punkz,2VHUmVwiHGFJvhg6tnW65N,0.53,0.98,9,-5.23,0,0.0917,0.00871,0.0662,0.0768,0.272,150.022,4,N,0
hp,maluma,1LIqNVhaIgxXUt2eVoIQJ3,0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,4,N,1
peach lemonade,meadowzz,1bxSJhTnmLyZ9QMzJ2szHB,0.642,0.365,3,-13.041,1,0.128,0.719,0.838,0.12,0.631,180.073,4,N,3
piel canela,dúo hnos. gaitán castro,5QzmqJlGc3wAOq1lNTs8vT,0.518,0.716,2,-5.21,1,0.0564,0.398,5.92e-06,0.236,0.759,96.88,4,N,6
dicen que estoy muerto,tungas,69HhWybZbE4RgR6Cfhilfh,0.443,0.763,0,-5.557,1,0.0353,0.000448,1.02e-05,0.466,0.615,104.933,4,N,4
i love my life,demarco,6S0nwCOEAftiihy73YVDnl,0.818,0.693,7,-5.631,1,0.133,0.158,0.0,0.124,0.554,100.011,4,N,6
te vas a acordar de mí,panteon rococo,26wc2F3aJGvc5SJgKt7Xt8,0.71,0.808,9,-3.634,1,0.0686,0.0198,1.85e-06,0.056,0.685,141.032,4,N,6
my first robot,freescha,5uLxilmTsQvXft9d5qK1dj,0.449,0.554,4,-15.139,0,0.317,0.544,0.886,0.114,0.208,218.747,4,N,3
teleportation,psyko punkz,3Wmhns9jigY1DBmkwtRA8T,0.491,0.859,2,-4.561,1,0.0401,0.00608,1.56e-06,0.412,0.0395,149.431,4,N,0
i put a spell on you,nina simone,0sjxRg1VlYfx4YG7uxurrq,0.42,0.398,6,-9.13,0,0.0296,0.755,0.000537,0.172,0.364,88.897,3,N,2
frohe weihnachten,finch,1E4WFinkm80OiiZF1tCLON,0.711,0.793,7,-6.075,1,0.169,0.0179,2.24e-05,0.125,0.668,150.02,4,N,6
friends,smyang piano,36nYdygI2cwOtjBqGxhHzY,0.305,0.0647,1,-24.815,1,0.0368,0.988,0.915,0.0984,0.257,76.732,4,N,7
en gång en vän,arvid nero,1OHzRiFftpF0Fcom9H1Sc8,0.485,0.762,1,-11.132,1,0.0364,0.471,0.698,0.204,0.708,196.042,4,N,3
stop the world i wanna get off with you,arctic monkeys,2QUlMbvD9bL8wHqfsoqoet,0.661,0.73,6,-6.779,0,0.0574,0.0537,3.44e-05,0.14,0.53,95.027,4,N,1
sussurros na fumaça,sain,1tlwgUOwvxIA6nbUeOPuBG,0.521,0.656,9,-5.347,1,0.245,0.699,0.0026,0.224,0.432,137.201,4,N,6
vampire island,drexciya,4QnZNhtDMbPKaAMe4VDpC5,0.617,0.735,11,-8.046,1,0.0226,0.000196,0.74,0.31,0.372,105.652,4,N,3
blue side (outro),j-hope,20zr2Oef3PVeGRxjmSF5CC,0.512,0.394,9,-10.202,0,0.0263,0.0149,0.901,0.309,0.083,80.522,4,N,3
the tako incident,christopher titus,0qpZUUYDG7ktccm9CaskmB,0.536,0.937,9,-6.439,1,0.898,0.883,0.0,0.876,0.285,106.063,3,N,5
remolino,orquesta francini-pontier,0nBXAd6tU3ESx9rdyEjGbD,0.496,0.167,7,-11.095,1,0.0445,0.985,0.017,0.398,0.505,119.436,4,N,2
